UsdCreate,Define World,Add 10 Refs to 1 File(s),Save 1 File
4026100,141700,6422700,2118600
3724800,136700,6466200,1994000
3969600,122700,6522700,2030400
3512900,109200,6033800,2017400
3992800,118700,5764300,6281000
3809000,167300,6301700,1976800
3574400,115200,6315400,2049900
3872800,133000,6369900,2119300
4097800,166600,6346900,1887900
4400800,119100,6361600,6480300
3574000,110200,5522800,1784200
3497100,165600,7274200,8229000
3946400,126400,6605700,1899400
4411200,173500,7694900,2218800
3962600,126100,6094200,1935400
3893600,106100,6119900,2011000
3515600,101600,5568000,1891600
3804400,150500,5985300,1830500
3463400,97000,6499000,2000900
3640800,125100,6256600,1914000
3851000,130000,7037900,2642700
4963800,145100,7642400,2009000
3855900,117400,6445800,1965000
4882400,173900,8288500,11246700
5613100,179500,8649100,2212000
5446300,159000,8392400,2308200
3848700,116500,6402800,2034200
3677300,108000,6184900,1972000
3848800,101400,6022300,6599100
3710600,167000,6664200,1945500
3918100,104600,6673700,6724100
3602100,127700,6531000,2776400
3492600,123700,6146000,2095900
3640000,112600,6216300,1796400
3827300,125400,6353800,1839900
3777400,110600,6355200,2022100
3400500,101400,6155300,1914100
3503500,131000,6264700,1789900
3857700,146400,6255200,6548100
3479700,117200,6074900,1823000
3661600,113900,5887200,1951200
4128400,146600,6527600,2030800
4146600,155900,6722000,2798800
3574600,163300,6198700,2378300
7107700,343500,9800400,2067800
3852900,119800,6416700,1926000
3938100,161400,6383600,7871800
3764400,158700,6074700,2402300
4053300,161000,7157000,2262200
3978900,267000,7612700,2127700
4194300,158700,7961400,10883400
4363800,146800,7272900,1927400
4062200,118700,6620000,6700600
3658800,126600,6022000,2912900
3771200,140000,6442300,1957500
3810500,135500,6252100,1942400
4138100,113700,6592800,2008000
3598700,201600,6096600,1980300
3440600,110900,5825800,6736800
4220500,121600,6326200,6477800
3673400,114800,6420300,1856800
4110400,122100,6276500,6439000
3460200,119500,6475000,1923300
3717100,128600,6556900,8484800
4577300,189600,7711800,2024900
3908100,130700,7097400,7032300
4105200,230600,6364700,2086100
3764600,137000,6303900,6824900
4071900,163600,6858100,1907000
3867500,174500,6779300,2888600
4436200,135200,6491200,2188400
4224600,122600,6680300,12511400
4069800,116500,6135700,6998000
3794400,111100,5441000,2017500
3537800,142300,6206300,6482300
3713900,159000,6169100,2028100
3867100,203500,7063900,6920400
4034600,112900,7531700,9948900
4015500,120100,6487900,1971400
4132400,131500,6974500,2202700
4435500,157300,7471300,6904400
4098900,123400,6961000,1954000
4296200,136300,7462800,2263600
4714700,143000,8090900,2213900
4351100,117200,7318000,1962600
4015300,159600,6721200,2042300
3948000,134000,7131300,1957700
4286600,128100,8565900,2455700
4269400,164900,8897000,3923300
4202000,181900,7891700,8467800
3888100,148900,6573900,7418600
3734500,152800,6506200,2817300
4382300,117100,8069200,3280400
5305100,163600,8458900,2202800
4470500,159200,6843400,6945300
3639000,117400,6626000,2346200
3738600,122500,7169300,2279600
4060600,134500,7083200,7142500
3624300,136300,6211300,1836900
3560400,143900,7025300,7420900
