UsdCreate,Define World,Add 10 Refs to 10 File(s),Save 10 File
40083200,1461000,11756900,104388700
38107100,1490700,11895300,97435000
37808800,1531700,11580500,58259300
38728700,1434100,11554900,62834200
39058600,1622700,12298900,60538200
37725500,1309200,11307900,75437900
38931500,1267600,11647700,61379500
36100300,1482800,11498200,78981500
40643900,1474500,11953100,92989800
39098100,1291000,11872800,61548600
41445700,1342400,13389300,66245000
37190100,1265900,11156100,100386300
38956100,1224300,11541900,81902500
42731700,1303900,12114600,65664500
35234100,1272600,11200800,56903400
36341300,1337600,11317300,58234200
35231300,1539300,11400800,54796100
37195300,1348400,12601400,65779000
36698500,1188100,11205800,82324800
36858500,1445200,11543800,73660000
37083500,1398600,11808800,61269300
38342600,1375200,12236300,83678200
36862900,1351000,11736600,56007400
37510000,1394600,11660000,57861000
36347900,1298000,11352200,57098700
37302100,1447700,11810500,60701100
37871000,1394900,11200300,65580600
36393400,1257100,11128600,82891600
38142200,1416500,11828500,66529900
37810200,1430700,11383700,61631200
38284700,1269900,11393400,65926500
36242200,1480300,11504100,55319000
38884000,1753900,13506700,67451900
37992000,1402500,12098400,63554200
41821300,1892400,13744600,68698200
36216300,1472200,11538400,65949200
39402800,1504200,11808100,61089600
37051200,1418000,11347700,95389500
35350700,1223000,10544000,58481600
37171100,1343200,11887400,60165400
38137400,1307200,11271900,55983200
35936700,1279200,11029300,93808900
38593100,1307600,11320100,62826400
39453800,1268700,12057100,62819700
37050200,1297200,10815000,62524500
37912700,1504000,12029500,82275200
36515100,1375500,11678600,60354500
35650000,1300500,11308600,80477300
39541400,1410000,11634500,58158700
39154200,1547900,12364400,66293100
40314800,1421500,12320500,65661200
43979800,1548400,13069800,81085800
51377300,1780100,15567800,79265900
41770700,1538400,14566700,70817600
46841000,2013000,13475400,78576200
40792000,1412400,11477400,62406900
39352200,1461500,12175800,62781200
39974800,1592700,12086500,90809400
37612600,1337000,11254800,64199500
40489000,1562600,12749700,68583100
38339200,1366600,11938900,113412700
38038100,1445400,12188800,60236400
39139800,1367000,11327800,60423300
38289300,1408600,11590800,75055500
45145800,1616200,13843800,71286500
38740100,1338300,11716900,64361100
38062700,1374800,11641500,62300000
40473300,1243500,11115000,110042100
39045000,1346800,11831500,60771400
39776100,1352000,11849500,60229300
39816300,1211100,11302200,60959500
38474100,1191000,11291800,76259000
38349100,1361900,11808100,61044900
37582300,1242500,10916100,60226600
37574800,1366700,11402400,57497800
38263900,1375300,11614800,62723500
41104500,1408500,12539100,64806200
37168800,1265500,10829400,58430800
36324000,1265000,11133700,60892100
37481200,1323100,11782100,58357500
38182100,1254500,11423100,59914300
37108200,1300000,11921600,67240600
36171100,1358200,11149300,100478800
37477800,1174200,10841500,58673800
36246400,1347700,11707600,78324700
40988800,1285700,12244700,80090100
37766800,1367800,12239100,60270000
38315700,1309900,11456000,57840400
38182600,1487600,11803900,60447000
37838200,1355800,11469400,61807400
40013700,1419000,12355000,70827100
38587300,1341200,11369700,88294900
38513300,1346500,11503100,57975100
41848400,1497600,12302200,64383100
40875000,1281700,10850500,57068600
38267000,1328700,12074600,67969100
37622200,1280800,11613100,58225100
37461300,1294300,12300300,59368000
36787000,1274800,11211600,58400600
38458200,1241800,10994600,67780300
