UsdCreate,Define World,Add 100 Refs to 10 File(s),Save 10 File
26673000,1387900,69073700,26907100
25728600,1111800,60806800,25786900
26874200,1309300,68894200,27480700
28523600,1536000,67231800,28547200
24286500,1274500,59100600,25056300
25544800,1304400,63268000,27576500
26852700,1294900,64012200,26368700
26197400,1327600,64670600,29119200
27948600,1332000,63956800,27924300
25917100,1340500,61821400,25828600
24678400,1253100,60793000,25917200
27172400,1598000,69332100,26948400
25706100,1350100,60855600,25303100
25235200,1301500,62265500,26540000
24460900,1072700,58166400,24969700
25473200,1344500,62699800,27017300
26260400,1428600,63957600,26100200
24696800,1118400,57461700,24457400
24472900,1159700,59718800,26132500
24236600,1179300,60673500,25214300
29801600,1360500,67589600,31826100
25175900,1492700,63052300,25761300
24993400,1219500,59360100,25037000
24756100,1257400,57942500,25774200
24619600,1134000,58966100,25269600
24660400,1334900,61158200,25829500
24159600,1236900,58467100,24766100
25984200,1272100,61111500,26121400
25525600,1250000,61744800,26407700
32016400,1421300,64482200,28170500
24801100,1293400,60718700,27603900
25723300,1309700,60669800,26021500
24896600,1126100,59463800,26001000
25671600,1149200,60817000,25397700
24174100,1344700,59394900,24761800
25058200,1220700,60075200,25409900
24830900,1252900,59835000,25433300
24821100,1197300,62207200,28368200
27711400,1489100,69302700,27620100
24206400,1043400,58343700,25286600
24243000,1125100,57436300,24393400
24894100,1218100,58257300,25135100
25047500,1184000,60164600,26718400
24450700,1253600,60482600,26612800
25488300,1217800,61758700,26812500
25453100,1257400,61574700,27265300
28122700,1477000,70834400,32237500
29634100,1388200,65521500,29708500
26509800,1404800,64757100,26730400
26105500,1225700,61448300,26639600
24984300,1205700,60240400,25745500
25276800,1193500,60077600,26620900
24961700,1161400,57747500,24505000
25274100,1332400,59743400,25401200
30025700,1283400,70536100,29858300
29288300,1588400,70428600,33659900
25201500,1295700,60542900,24870000
24321200,1195000,58381300,24754700
25683000,1271100,60396400,25629800
26247000,1224100,61819300,26920000
25486100,1235500,61693400,25711500
25113200,1130900,61861000,25333200
27265400,1338700,64075000,27372600
26119300,1319900,61373600,26686300
28576200,1382300,66211900,32230600
25492400,1186900,60378000,25429400
25495400,1210200,59710400,25236600
25210500,1195400,59507100,25051200
24757200,1236600,59505400,24927000
24496000,1163800,60689700,25191000
25557500,1182300,59999900,25919400
24962600,1114300,60742800,25208600
25430800,1278100,61515300,27211500
27166300,1270700,68981400,27494700
24526500,1277300,59921200,25623500
24107500,1116700,58659200,24636100
23797800,1142100,59974000,24848500
26947800,1372500,61286100,26999000
25004400,1204500,59402500,25471600
25881600,1510900,62752100,26609400
25217600,1345400,59371600,26246800
25318200,1135000,59802000,25500900
26972300,1494500,67821300,25634300
25499100,1290800,60928600,26347100
24964800,1249300,61658600,25795000
26122700,1318400,63049500,26368100
26634800,1156700,60659300,28218600
26079000,1221900,59981700,25670400
26924500,1301400,63311500,27034100
28342500,1885800,67961400,30664200
29635900,1573700,71970300,33552500
25714800,1322000,61915100,25467700
24368200,1193500,57740600,24879300
25155700,1325400,62339300,27043600
27296000,1373100,68216100,29265200
25114700,1245100,60568200,25159000
25353300,1312000,59681100,25722300
25251500,1222900,59747700,27715200
25075300,1219500,61137700,26482800
27674700,1172700,66453600,32408000
