UsdCreate,Define World,Add 10000 Refs to 2 File(s),Save 2 File
10774400,11077300,9936959500,10115835900
9905800,10239500,10030544900,10204151200
9889400,10209100,9942496100,10118714800
9394200,9657000,9931738000,10105475800
8934200,9218400,9934894200,10104843800
9538700,9858700,9933118900,10125456300
9858100,10104000,9941071700,10127635800
8993200,9336700,9957645200,10129060600
10258900,10577600,9958567400,10133643900
9296100,9570200,9957296200,10132741100
9165800,9441700,9986404400,10164696000
8884800,9129200,10004698200,10177422100
10202200,10515300,9967270200,10142235900
9910500,10250500,9896122100,10071061800
9629100,9895900,9968023100,10143812100
9282500,9564800,9989412200,10162408100
9628300,9959800,9990255900,10161893300
8611000,8862100,9977353200,10158169800
9700600,9993300,9950069600,10142191000
9679200,10043000,9970104300,10281382000
11086400,11518400,9961496000,10145497000
10425000,10702200,9964106100,10231787700
9519500,9782300,9976748100,10150406000
9763400,10052500,9962149800,10177431600
11637900,11896300,9982613700,10195579600
9037300,9313600,9946695700,10121498900
9511500,9743400,9975005100,10146183200
9931900,10234000,9975143100,10181002200
9014900,9391300,10382331900,10557539300
9712100,10007300,9992870600,10169628900
9701900,9951700,10018422400,10189853800
9355300,9684000,9999985100,10170878600
9542100,9781100,9968650600,10143590200
9625800,9910400,10006338300,10180980000
9584300,9920700,9982903000,10158342600
10588900,10871900,9967748800,10145480000
9838700,10135100,9975095300,10150421100
10319700,10632700,10004821400,10179112800
9638400,9911000,9973461000,10151651200
10234300,10534800,9957348700,10129665400
8913400,9212900,9985152000,10156402900
9223800,9473000,9937034000,10115784100
8387700,8667900,9962477400,10151698700
10174100,10436300,9934696400,10114782000
8645100,8961800,9981327500,10153946300
9637900,9908200,9980646800,10155686900
9362300,9643500,10008800900,10183777700
10234600,10496600,9966817300,10144418900
10395100,10654600,9998065400,10173687100
8867800,9181700,9957287800,10129898900
9273800,9563300,9996110600,10173251800
8832700,9117900,9988197300,10161517700
9770300,10037700,9987697200,10159410800
8565000,8890800,9964064600,10137231500
9624100,9999000,10016692000,10188794200
8958100,9237200,9980347400,10155418600
10753700,11028500,9955387700,10168897400
9019500,9313500,9946939800,10162542100
9184600,9502600,9980826000,10173892700
9070400,9348600,9990962800,10196007500
9728500,10040400,9993064200,10201574100
9972700,10249600,9965210100,10140698600
11170200,11442000,9969572000,10142648300
9103400,9427500,9972129000,10234337900
9844600,10093500,10005230800,10217044700
9591500,9878300,9986833400,10249960400
8944000,9233600,9976549000,10155982200
9465800,9793300,9963616900,10148568800
9700500,10013400,9979146100,10155603900
9736700,10050100,9999102100,10175779400
9287700,9573300,9972881200,10151395600
9554700,9838100,9969826100,10144170200
9136400,9399100,9976949100,10152572800
10129800,10354500,9965962500,10142146000
9234800,9515000,9991293600,10166892900
9605600,9913200,10001340900,10176710500
9342900,9638100,10003758500,10181199400
9221000,9472200,9974112200,10159946800
9736800,10026100,9936581700,10126991300
9494300,9778300,9961992700,10136928700
8884000,9167700,9980682400,10156312100
10009200,10297500,9980272300,10160467300
9603800,9939700,10492805000,10681797600
9611500,9880500,10431006500,10609201300
9545800,9898100,10465656500,10652752500
8319400,8570200,12154814200,12364988400
9243600,9562200,11810431400,12008958600
9537700,9940600,10999156500,11210108500
9638600,9930700,11778157200,11967506500
9615600,9928000,10859755800,11070568100
8936900,9184300,10837642800,11028993100
9746500,10016100,11031702700,11239577500
10020100,10327500,10973849300,11166467800
8847700,9175800,10303595800,10488408700
9477600,9757000,10502355700,10681507000
9193500,9471300,11146908500,11335512500
8259600,8600700,11008628900,11200967600
9194100,9526000,10909898300,11102189900
9542000,9804500,10694963200,10915666000
8601600,9008300,11118832500,11313370200
