UsdCreate,Define World,Add 1000 Refs to 10 File(s),Save 10 File
34038500,35191100,539183700,619700400
33109900,34220900,534653500,606785700
32838200,33944700,533845600,603436500
32327500,33470900,536225900,613048300
33721800,34860500,536988400,622618700
32568500,33681800,531684900,617646300
32035900,33240800,548640800,623647500
33335400,34523000,550132200,621448600
33398100,34548500,570997000,653350700
32835100,33964900,546735500,617773700
32614700,33739600,525108200,591000400
32199100,33441200,543183200,624560300
32058300,33121300,534742000,608042300
33254600,34354400,537731900,607661100
33070200,34245200,549258000,628449400
33510500,34655600,531437700,598523100
33126100,34186600,533813500,610749800
32554500,33722700,528716300,599889500
33885400,35126700,552874400,645466200
33644600,34803600,547687900,626572000
34920200,36128600,535451200,705291500
33808000,34943000,535247900,614189100
32181200,33284700,542094500,625545100
32633100,33857700,522785900,602122200
33541800,34663400,535669300,606641400
33396800,34513500,532853000,625141000
31933600,33033400,535034300,612430100
32647100,33706900,535477600,608277400
32981000,34062700,530673500,607677400
32888400,34068900,535860600,605411900
33078800,34205800,528762500,601351500
32670300,33857100,540276700,611070000
34611000,35785100,546951400,651476900
32274700,33399000,526903800,601972700
32796500,34018600,535651100,607852000
32648000,33812900,533674600,598186400
32543900,33697000,535543900,618935300
32308400,33507400,535265600,606023800
33214200,34363200,528018400,602589000
33257100,34409000,539932700,613640000
32636800,33850800,531857600,626810000
32922300,34093800,540380100,610413900
32289600,33445800,537908400,627001600
33917800,35019300,537089200,612310600
33358700,34490400,534685000,605473900
32285700,33541200,527728000,595033300
33048500,34301900,536066900,607925800
32382400,33567400,538468500,612449800
32889600,34021300,532220900,618559500
33177700,34406200,541824800,616298800
32414500,33494000,528938700,595893500
34113500,35230200,546222600,661620200
32888800,34062500,533163200,601194500
32778200,33916400,528006200,595033900
33427300,34519800,534923500,612952300
33007700,34139900,534747600,605355300
32994700,34097100,544423800,626861600
33278400,34459600,539777200,614629200
34965000,36113600,554958100,629073200
33109400,34280500,539476800,609203000
33610600,34904300,560442900,657232200
35866800,37068600,552097300,637235200
38901100,40239200,581940300,670843000
33553200,34685800,541490900,618991100
33815900,35035100,549780900,626793800
34674400,35909700,545812600,622320000
33015300,34224600,535580500,613410600
34586500,35898800,571518000,655191700
33539400,34724200,563165800,650905800
37466800,38791900,594591200,729421200
36967600,38269800,586414700,665431400
33071000,34261800,539310000,610495200
34897100,36136400,556462300,640908400
32777500,33870900,544800800,618022700
33262200,34509200,540488300,619794000
33147000,34354800,550501000,623026900
35586200,36716300,540911900,615573300
32229200,33385600,532181800,601457200
33023300,34145800,538440900,609607600
32749300,33968200,525983900,605435500
33553400,34741000,538131000,609136000
33127400,34244100,536810900,606294400
33280700,34409200,533926500,604056900
32647200,33868300,536422000,609082900
35756700,37077400,575781400,655747100
35081400,36298400,561854000,648603300
34009700,35223000,540925100,627006100
35533800,36649000,541042000,617459900
32671000,33875400,536977500,606303800
32584100,33715800,528879100,597471300
32500700,33607500,540496800,615685500
34556700,35780200,549054600,672570200
34306900,35604200,548961000,624471400
32219700,33350600,539481900,626092300
32523900,33654400,532940300,616817200
33423900,34601300,533803800,625726300
33815000,35017600,535076700,630830300
32103100,33165100,529048700,596154300
32747900,33875200,555354100,624953800
32971100,34184000,542825300,618092300
