UsdCreate,Define World,Add 100 Refs to 10 File(s),Save 10 File
34825000,36160400,95758800,161939000
36172000,37560200,97074600,172165700
34350000,35581100,93771200,156637900
34623400,35813200,95488200,158458500
33409900,34614000,90241100,148232900
38335600,39627500,98017600,159204800
35269100,36524600,94367600,154439300
33265400,34500500,88589700,160544400
34730100,36008500,95172800,176179400
35054900,36349500,95766800,154712600
41175500,42557700,105927400,190383800
37501800,38854700,99316700,159796900
32445900,33636200,88456000,142856400
32772100,34064600,90561200,146604100
34766900,36086300,95371500,160574100
34623500,35821900,95122500,152705000
34766500,35997800,96894100,160765800
34083500,35356200,92069600,145380700
33963000,35173100,91473500,157821500
35492300,36823700,97475200,174279600
33531300,34771400,92776700,161380900
34033100,35364800,91382900,152778300
36240100,37438200,97947300,163625700
33751900,35083000,91187100,153775000
35433200,36736200,96468100,169224400
33807700,34996200,89534000,143820200
33589700,34848700,89572600,145634400
32952600,34151600,91393000,146415200
35740000,36923800,95533300,153719600
36184000,37449400,98732700,159961200
32841900,34053200,90954500,148125900
34356700,35539800,92857500,175697400
35973100,37305700,97969300,156634300
35064100,36411500,94110600,155516000
35314300,36570600,96368500,153283800
36201500,37543900,96900300,171531100
35720300,36965200,94772200,170733100
33482600,34644300,90156800,164777400
33580200,34802700,90464400,155535200
33065700,34327000,89188800,146047500
31905000,33041000,88043700,142572900
37822300,39192800,102881400,169689100
35202800,36586500,94144000,183938100
34609200,35891000,94844100,159446200
32202400,33371400,87940200,144095700
35073700,36258400,93482000,177492900
34904400,36201000,93334100,161461500
37137300,38488700,98372700,158970100
33149000,34388600,89045200,164522900
34493000,35748700,94682900,165028100
35200800,36470400,95115600,153619400
36625300,38003200,94467700,168367000
32262200,33434400,87362200,141912600
35509600,36722400,94586000,173636300
33833200,35024100,92658600,158448100
33655700,34872600,90547200,158824400
33906500,35126600,90270700,162563500
33540600,34856900,89810100,147504200
33661800,34847800,90228700,146014100
35320300,36671900,94363100,159517400
35768900,37125800,102793400,167344500
32668600,33830800,88058600,147865700
32779900,33988100,92274400,160792200
36126100,37458800,94709600,154113800
35813300,37117000,97922800,155936300
34125000,35305800,92036600,148131800
37011200,38354400,101569400,162301700
35702600,36831400,94885500,205864600
36153600,37476800,98833500,155989500
35703800,36930500,93142400,150021500
34131300,35334800,90950000,151416400
34027500,35220700,90524300,147386200
34414000,35596400,102113000,178812700
35286600,36577700,93228600,153081400
34941300,36184100,93193100,159450500
33567100,34739000,89630200,144109700
33645000,34893900,91876000,150722000
34051900,35342100,93294600,149483800
34293500,35560000,93824100,168011300
34120600,35449800,94588200,160738700
34290200,35642600,95772800,171371500
34452700,35728500,93442600,159730400
32597400,33824300,90125600,145198200
36798500,38019400,97047000,175163500
32715900,33890200,88809400,143506900
39286300,40599600,103469500,172125100
33997300,35292400,91964600,149549100
34254900,35432900,90702200,145706100
33056900,34274900,89462400,146892600
33611800,34774700,91972500,149855800
34101800,35372400,91293000,147547800
34909400,36272100,95349600,158728400
33907500,35089400,91370700,170282100
32931500,35205400,91476300,148366400
34998100,36219500,95747500,164071700
34184300,35483000,92930600,159427400
35352100,36619800,95341000,188533200
33060200,34289700,89211400,147464400
33458900,34733200,92115700,209203400
34171800,35446700,92003500,157435300
