UsdCreate,Define World,Add 1000 Refs to 10 File(s),Save 10 File
21032400,22047200,527698700,570503500
24153600,25449100,600517000,648113600
25944200,27202200,625969900,677000600
22160400,23596900,544897700,588408600
21842200,22876600,524293600,566370800
21619900,22549400,527588800,569975400
21240700,22063500,516585400,558684200
21495600,22400000,523299700,566119200
21739500,22662400,515691700,558121800
21038000,21961300,516131800,558361600
21610300,22516900,507304400,552097800
21100800,22045800,517723300,561227800
21601200,22518700,519127300,562384500
21096600,22040600,513175600,554843900
21675600,22798400,531607900,574744800
21487800,22429200,516953800,561538900
21302400,22159300,517508500,560308800
20705500,21568800,521108300,564784700
21190200,22082400,523203900,568434200
22460300,23429600,532999100,577528900
21019000,21880900,513508600,557594400
21558900,22457800,517138700,562023800
21099600,22075300,512181300,554070800
21361400,22301200,523148700,567977400
20676600,21589200,510284700,552273800
22272400,23382500,536698400,579358300
22941900,24023500,597434300,644114100
24111800,25293900,570203400,615842300
23840800,25023300,592428900,639866500
24327600,25628600,620046700,672584200
26225500,27590600,617838300,670188500
25778200,27171800,617722400,669455500
24238300,25498500,623702400,670461800
23549500,24779200,587535400,636873100
21956100,22937600,543058100,587679400
22697300,23760500,542512200,586355100
21631000,22616400,516858800,560351300
20901000,21811500,508754800,550321100
21660500,22624700,517598000,559626000
21470600,22341500,520263000,563387400
23644200,24665800,543173800,585994500
21614000,22620000,534046700,578762600
21492900,22407900,521251600,563063800
21969200,22913900,541567700,584568500
21641800,22635300,533174800,576218200
21767200,22733100,525704900,569755300
20983700,21879500,510482000,554909200
21569300,22566300,516197300,557644300
21176400,22085000,542608200,585745100
21084400,21974100,511927800,553436800
21522300,22412700,510624100,554902600
20604300,21499900,504419800,545457800
21102400,21990200,513951600,555568000
21018900,21858400,502237600,543229700
21028600,22035800,511604400,554449900
20833200,21646600,502065600,543436700
22107000,23026200,512511200,553738500
21218900,22143000,502511000,543856000
21470000,22403300,513528500,554850000
20961100,21870000,513894400,555347700
21016800,21858700,506284200,548956200
20940200,21825000,517166100,558914100
21346100,22202400,523754900,565932500
21605700,22474300,515835000,557878100
21298500,22204000,511470700,553345400
22276000,23243700,517145500,559518400
20913000,21740100,501683500,542720000
21615700,22568300,524877100,570486100
21203700,22202700,508142200,551041900
21473500,22383100,520671200,564296100
20823400,21712200,515935000,559526800
21063700,21936000,504923200,546950600
22452600,23431400,540149900,583640400
22776300,23846500,548425600,591897600
21018700,21892000,516260800,559362600
21607000,22588400,522549500,571684200
21759500,22709000,528723400,572886800
21186900,22039200,512043700,554269400
21997000,22887900,512734900,554164300
21026000,21837100,515503800,557415700
21018800,21974600,510983100,552567300
21631800,22529600,521130400,563358400
20825300,21655900,506494300,550227600
21206100,22125400,516576600,558108000
20381400,21307800,501052700,541873700
21625400,22516400,519574600,562895800
21056100,21866400,502324700,543968300
20842600,21743300,514795300,557069200
21133700,21956100,503617500,546551500
21271000,22264600,510975600,554591200
20852700,21683300,516217400,558236400
21280500,22161800,514070100,555958400
21120300,21986100,517896200,559734700
21088900,21948000,504102500,547266400
20849800,21739200,521966900,565640600
21194300,22027200,500184100,545341000
20944000,21802800,518391300,560652400
20676500,21480900,500613200,542616700
20728500,21640300,516049900,558397600
21023400,21868900,503837200,551297200
