UsdCreate,Define World,Add 1000 Refs to 1 File(s),Save 1 File
4545300,206000,717038200,24748000
4364000,128600,736788000,25246600
4936400,181600,722801400,28434700
5248000,183700,738114800,27015700
4592900,228700,748250900,36792600
5931300,174900,708617100,26352100
4999100,156800,706877700,25990100
5853000,148100,720161000,25916700
5625400,190800,690590900,26877500
5228100,139900,694117800,22682600
4897000,117500,703154400,24524100
4509700,130100,703581600,23342300
4561200,121900,698345800,28436600
5899800,155000,703425200,24443600
4342900,115200,711624400,24795100
5713200,187500,698625600,24423000
4339900,269200,681871700,25769200
4529600,134900,702730500,25630000
5651100,146800,728934000,36207800
6085900,151600,707122000,24290700
6504000,163600,705854400,23097000
4832800,123300,707982200,28129500
5188100,146900,694465800,27657900
4702100,134800,681853800,32770400
6783700,185800,698323400,29065400
5600300,194000,700901800,23544900
4798000,162300,722820800,26235800
4978900,148100,737985200,28532900
5048400,147200,748873900,25779800
4148000,123100,765221800,27086700
4981500,137800,745771300,27538900
5608000,135100,768318900,28184500
4725400,142500,669385900,27109900
4818400,223500,742286400,25263100
4481400,128500,694491800,24808700
4892600,117800,691411200,25498200
5052900,138400,723413600,24493600
4273900,115000,696073600,25042100
5120600,129300,690005200,31882000
5084700,177400,685231700,25898500
4589700,173900,698699300,23427300
4478400,136300,731510100,23631100
4451500,149000,694719000,24232100
4992800,154700,709380400,24173800
4207300,116900,731089400,27486200
4955200,179300,699941500,25658400
4851200,170100,681172900,26386000
5795800,207700,746219500,22424500
4102700,113200,684541300,26070500
4910800,131800,693680300,27141300
4828100,130400,738016900,24621800
4570300,119500,699472100,23599400
4727700,170000,700892100,25162400
6061500,280500,699985400,28054000
4494400,125300,753083900,31369900
4834000,180700,730817400,33147700
5271000,171000,705784000,25576700
4414200,147900,720847400,25758400
4987500,132000,761284800,27508200
4266100,123500,735087800,27017000
4958300,121600,708481700,29700300
5464500,174000,678473900,25028800
5052700,124500,743260200,24735100
4378100,115600,710111100,28981300
6203200,150600,691256600,24786200
4675300,135800,685389600,24307900
4366300,117700,684590900,28046700
4566500,132100,677676800,29311900
5414900,146000,729108500,27476300
4783800,189100,728108200,25787200
4891400,176200,683512600,24541600
4671200,121100,697377900,30953600
5214400,143400,747395300,26994200
4559000,136000,743779200,28943500
5239800,137400,738542100,24853600
4843400,176500,740304400,30797000
6046200,151600,753208200,25106900
4298900,139000,731646800,23695800
4702800,141000,691867000,24251500
4364800,133700,696626000,23757100
4805300,135500,717926400,26589500
4933900,167900,722240400,24435000
5300600,364000,700547800,24508600
4643100,161600,689662000,26947700
5439900,183600,725931400,23209400
4665100,164100,743379600,27183800
4639100,131500,690622100,27611500
5800200,266700,718704500,26287800
6045600,184500,698553500,23622900
5287900,129900,706245900,26767600
4311900,168400,687400400,26741700
4413700,162400,710667100,39317700
5427900,155400,701672400,26169000
4746900,144900,686502300,32220200
5443100,142100,692132700,27660800
4877800,233300,718798700,23826100
4496500,205900,704634600,24935200
4728900,165300,686428700,24239100
4201800,111900,742468400,33294500
5117800,184800,715868700,23578400
