UsdCreate,Define World,Add 100 Refs to 10 File(s),Save 10 File
52587400,1483600,230331300,84095800
54371800,1896300,247254600,102753100
78074400,1907400,179011900,115543400
60973500,2242600,241719600,97487200
63186400,1774500,221538500,90855900
47808600,1374700,217595700,89431300
48632600,1592100,229677400,83211200
67458500,1793000,163263900,83980000
55317700,1588900,193049700,83185100
55381400,1839600,239719900,92595800
66079900,1724800,195102000,83878700
44035000,1989800,197604700,81019400
66972400,1453100,219901200,102709100
42729700,1552900,192076100,82991500
80599400,1603100,168957400,103885500
70528300,1849800,226843100,83241100
73323100,1409100,217126400,118715500
70571700,1532100,224239400,87152400
57220100,1842500,234247200,81969600
57130600,8980100,229190800,110580700
68246400,1394200,247519300,110671400
57169300,1888800,203369800,87684400
43707400,1102100,196962500,120546000
46866700,1173100,208324500,94688600
134815000,1700000,152922700,85787500
59290300,1526900,192937000,97074200
60919600,1826200,239483700,108797000
78893500,9302100,236338700,111897000
71477500,2068500,250775400,92546000
58511200,1790600,194963700,97844200
45550100,1763300,243463000,79974000
55342700,9373500,225397200,112480400
63401300,1697800,205833000,93470000
76975000,10050200,189631700,98473700
45814300,1389000,215470400,84085200
64860000,1572800,232195500,82722800
54359100,2084100,249253300,89174300
47411500,1680400,190240700,98159500
50156300,2356700,232294100,85404300
57478000,1968800,213256500,88446200
45213500,2095200,196481600,94671400
79432300,1585100,161025400,90241300
58595000,2034500,231663900,83720000
64693800,2106400,258763100,91111400
65689300,1542200,214662400,88719100
77359000,1612100,177049900,115549500
43472200,990900,207899000,80231200
73466900,1998800,251910800,93276900
66037700,1594700,186228300,137428600
43084100,1105000,128907200,90350900
59527800,9362100,184912000,102659900
73540600,1787000,226193600,98933600
56760000,1564200,255294400,93668700
57998400,1794000,246463700,99922100
52711300,1394000,250357000,108807600
47465600,2433000,218686600,86166200
49007000,1583000,219182100,92564200
55108200,1620100,201471000,79265600
44517400,1350600,214863800,83430000
45559800,1418200,221666700,141839400
53806600,1482100,207258800,90998500
45473900,1930800,210420000,118885400
95254200,1371400,197055500,82486500
51976300,1308500,220267700,85614300
60783400,1786700,216960200,119556300
46013000,1595700,240555700,89683600
48297600,1418900,196863500,105963800
45987000,1719700,211589600,109217200
58029700,1681200,243797900,137799000
74177700,1591100,149206900,90137700
48968900,1417000,221478900,109848200
56093200,1851700,247986000,82178000
42829200,1260200,208919500,80416100
46655700,1434000,211087500,83691200
65713300,1561600,168059000,103818400
76960000,1948100,189840500,94246200
47860100,1395300,225428300,130460200
53180500,1308800,207495200,84632100
54532700,2199100,182602900,135585900
70744100,10546800,201747600,87169500
54666700,1524200,204495700,109795800
99226100,1545200,185257300,107041200
94587700,1725200,179457400,87741100
59736900,2377400,217430900,104373500
62064000,2125700,204801900,85360800
46176400,2147200,187983900,106917500
45740800,1425900,203075800,87914900
113849800,2562700,163981300,106803300
63298900,1412900,173626300,89840200
65307600,1318800,190363200,91330400
95000100,1680300,190045200,85054200
69633800,2143000,171892700,79469300
51014500,1395800,196648800,96688800
67265400,1561400,211369600,108743700
43578700,1088700,188768000,110406700
71882000,2009500,188865300,90466900
55428800,1302200,240097400,85658700
75892200,1545600,211782900,138591400
64133000,1896600,186372600,84247400
46433500,1483600,241889900,88450400
