UsdCreate,Define World,Add 100 Refs to 5 File(s),Save 5 File
44266600,812400,121942200,43549700
24643400,1000800,152563900,53874400
22986900,796100,140171200,39913000
25787000,800500,165859700,56975200
51169800,728500,146016600,42901100
22791700,971000,145886000,58643900
56062900,870000,130158600,42837200
23002800,716000,168384000,50413500
25245700,817600,165000600,42271200
21504000,981700,152288000,42533300
24545000,794600,191704200,42760500
23794700,705100,190829500,44045500
25628000,672400,166216800,49029500
25757300,672000,160749800,51593400
24811600,1042000,167835200,63902000
35156400,943900,170248100,47430700
23040900,570500,148241000,68147100
24867100,885900,161060100,78126400
46170400,814700,137747000,53558200
23325500,807200,157334100,52195100
22685300,777200,158123500,42893300
23626300,902900,178335900,41030200
31638300,754000,168164900,44782300
20862000,872400,155023000,74035900
26149000,801700,169856500,49110700
22296500,758800,149406300,47969200
55250500,860800,95760800,51326800
56963200,855100,128424100,65655700
30381500,802700,127448200,42194900
23588200,668400,150532800,44539100
22148200,969400,151402100,41425000
23117900,769200,158283800,45065000
22386400,752300,145768600,41870900
23911900,763900,150477100,40799700
23474200,569000,149753600,43750000
21273600,991700,156176400,66767900
23182000,827300,160722400,50125400
43611200,903600,119313500,44319000
25869300,917600,158164900,45216200
22385400,904900,156664900,42995900
36145700,627400,150527800,68919500
48819500,1082700,113956000,40598700
59681400,1330600,136800500,128689500
41094800,849900,141976700,39049400
25104300,1300400,158729600,41907700
23254300,849300,152422400,41099900
22650200,701000,155991200,48588200
25672800,676100,180165900,47454700
28810300,939300,186223700,51699600
24364700,871400,186104600,47607700
33152600,859700,150334700,39880800
21500000,622500,170256600,43092300
33340000,876100,156457100,41553500
28780200,625400,190297000,53223000
30545000,928400,127027100,42620400
81594500,887500,128931800,44201000
40182000,779100,117771300,43004800
26075400,759900,176088100,49642300
22793800,786900,151002800,43165000
22300800,924300,156418500,45131300
23985300,763800,157767900,73957600
24558800,669500,153608700,72496600
26885400,811800,167296000,45436100
24150000,921500,167224700,45459900
23615200,862200,182281300,49569700
36094300,835000,137362400,46691700
24764700,972900,194425400,51910600
23745200,750100,194004800,45916200
23822700,762500,171149000,41957500
24453500,650100,170346900,42831400
23314000,563100,156386800,47142300
21142900,1215000,147419900,68594300
23025100,792900,139599300,45273900
21865700,645500,159559700,49136000
25073800,876400,193638300,46605700
22787100,571300,156020200,43136800
20747000,904400,170309400,42693300
32692700,928900,152416600,41471900
62783800,954700,120968300,39113900
22213200,545900,157289700,40302700
21576600,586200,151754000,40894900
22976700,1193600,159231700,46587400
22104000,778000,148709700,38365600
23139400,660800,152103900,43645100
22230600,731800,151646200,40837000
23069500,787300,181374800,42791700
24348700,1233000,168439000,51674400
23152800,757500,170829800,43972700
23875300,746000,157994600,44308900
23801300,724300,179354500,42271900
24895200,910600,156057200,44918700
21188200,899900,145607400,41421600
24993200,1751600,239495200,54717200
37116600,860700,121170200,43035000
23117200,699000,157732200,45880600
22677200,566900,148558100,40909600
20978500,518700,156539700,48107800
24478600,789100,168755000,59231700
27526500,1082400,179703800,76552900
25822000,1050400,160917500,81428800
