UsdCreate,Define World,Add 1000 Refs to 5 File(s),Save 5 File
17152800,1222000,1063041400,34325600
14772100,1281300,1024027100,37178300
14158300,1626200,1084897200,35794800
14770200,1266000,1059248500,35194100
14385900,1041400,1038134100,34140200
15073800,698600,1048114300,35471700
14686400,968400,1102600400,34528000
15479100,820100,1050364900,34668400
15376400,1094500,1106690400,36748000
16556200,832600,1124119500,39323900
16223000,1354900,1062748300,36201500
16319100,913200,1111654200,38522400
16458800,1033500,1072170900,34776600
14674100,1363800,1016806500,35516700
16855600,779400,1057440000,34744000
14087500,711800,1053573000,35187500
14679600,1097000,1042915800,35112800
16530500,1323100,1035669600,35887300
15086000,1367300,1041361300,34395200
13591300,1219800,1007069100,33985300
14635800,1674500,1047095300,36373600
14380500,907600,1037084900,35018600
13372200,1533800,1035724000,35092900
16893400,1367300,1109214400,40906400
17947600,854800,1059220800,37751700
14703300,533100,1008703700,33570300
13428300,844500,1041408400,32747100
15761600,1346800,1058651200,35752200
15940500,838800,1019919800,41581300
13437900,933900,1047339000,32566200
15605200,1578800,1036667700,39614300
14882600,1112700,1023968800,35008800
15320900,1512400,1040751100,34683500
16151100,845700,1044847400,36691600
14164600,1042800,1059586900,34817700
14534200,1583900,1047098700,33435600
15127500,712600,1044314300,34121000
14484400,981200,1025213000,33338700
15243400,1216600,1042011900,34707300
15917700,1190500,1053653100,35833700
14457600,1224900,1075416200,36161400
18609600,793000,1094920200,44890800
20277400,691000,1103535800,37918400
15510000,1712900,1052083900,39177100
15401200,728500,1035092100,34482400
14212600,1376700,1020270900,35651800
15096100,1151800,1031145100,35656400
15637700,1347000,1040769200,35608600
16196900,1278900,1029278200,34692300
16053600,797600,1013419000,34356500
14663800,1325000,1044699300,36484600
13297400,1227100,1030415400,35381100
14685700,1086500,1069896400,36972600
14097600,607800,1060144200,37665500
14217600,878300,1045488300,34286000
12704400,683900,1054613500,33037300
13193800,1014900,1095663600,35395200
13808000,1036000,1050998900,37214000
15107200,766500,1099205100,40695800
15887900,848300,1109369200,37692200
14461700,1081000,1071209400,36670400
14021100,748200,1099357700,44047100
14680600,951900,1074968400,39268000
13122000,678700,1029847400,37596800
14223400,982000,1064726900,35695700
13194500,785300,1051899400,36743400
14650800,797100,1042620900,35221400
14747700,858500,1044583800,33876900
13403200,549800,1042846000,35187700
13258200,847500,1011909500,33132700
12629800,909000,1044420500,35551900
13885300,543600,1038141000,37067400
13417300,1109800,1035261900,36525000
17133400,859400,1095869900,40516500
13835700,920300,1068885100,36289000
12960400,1200500,1018479700,37064300
14456900,1330800,1041209000,36176200
12448500,1078700,1054421700,35680300
12725100,907800,1032583000,34741200
12871200,864200,1045483100,35392400
13758200,1020000,1034044200,36997900
14481800,603900,1024442100,36716300
13544400,701900,1043928000,33948200
12704800,1198200,1047138700,34147800
14038200,799600,1058814400,38327300
13796500,878300,1047601900,35282900
15089000,1375900,1041108600,35139300
13092700,759600,1032550500,35433500
14417500,928500,1043617300,38197300
14513900,638200,1048124800,39177200
14371700,840800,1074303300,35276400
14817200,928900,1091702100,36384800
15664000,999500,1098850700,38591800
14362300,816100,1063070600,34713000
15008000,1190800,1043418600,34149300
13702900,1367500,1035966900,32986300
12906800,860800,1033578300,35230800
14442500,610100,1041060000,34583500
12742900,751000,1036991100,32892500
13200300,1052800,1024645500,36401100
