UsdCreate,Define World,Add 1000 Refs to 2 File(s),Save 2 File
9335900,830700,2190761800,28439700
9021300,1204800,2140164700,29379600
8679900,1845000,2125792700,30097200
10616700,1346700,2106535300,29549300
9195300,985800,2126211500,31033800
7685800,1354600,2106423600,27845500
6957200,1228800,2131947900,32415100
9379500,1263600,2120538200,32388100
7467600,988700,2081303400,30429000
7885600,704900,2116874400,28784600
7765000,933300,2105069600,30307900
7094900,1550700,2141002100,27340700
9591200,1016400,2109293400,31758300
10115000,984200,2113106300,32193400
9067900,1647400,2213736800,33029000
9538300,1379700,2198878800,29542200
7153300,2045000,2180842700,29771100
10253700,1718200,2179905100,31160200
8639400,752400,2190124100,30239200
8151300,954900,2202741900,29638400
7658600,1613800,2211507700,30239900
7957900,1429100,2131424200,28212700
8513600,1397200,2156660100,30577600
7960500,1207800,2142010400,28313000
7492600,1330000,1702314100,27789500
10500000,559500,2130712300,27674100
8398000,1275900,2099103500,27968000
6356800,795700,2104335800,26541700
7111600,2006900,2089097200,26390000
6485400,1208300,2091926600,28237600
7679400,1723700,2139258200,25127800
6794400,1565100,2101994900,28449100
6301500,1543500,2107729200,26966000
7074300,688100,2115190100,27391800
7074800,818100,2091988200,26624200
6695800,1031100,2083258600,25700200
7072700,1260700,2114149500,27520900
6600500,1737600,2093245400,26639000
5776100,1304900,2073189400,25877800
6942400,1485100,2160536600,27029600
6703900,993100,2197743100,28269200
7789400,1070500,2135971700,28691400
6525700,1464800,2072666000,26590500
7403200,635900,2123022000,25685600
6790700,1456500,2121448800,26171800
6339200,1067600,2131430000,26400500
6610600,1381400,2092113900,25794200
6239900,602600,2050709700,26168400
6804100,14602700,2095207800,26134600
7111300,767600,2099532900,25683300
11335900,1135200,2220812200,31731100
8091000,1013200,2164895900,25075400
7160100,1271300,2181465000,31714300
9428600,1202200,2070291800,28437200
6656900,691200,2100276600,32538300
7357400,967300,2147405900,28543200
7592200,1005300,2133590900,28497600
8629200,1140700,2139178500,29726200
7111800,1042100,2110935000,30114300
8630300,1298300,2149360000,28956600
8419300,1591200,2130253300,30892700
7851300,790700,2188113900,29862100
7837500,961600,2167748800,31672900
6739800,1285900,2155445900,30351100
9033900,2273300,2247453100,31940100
7722700,587400,2217282400,28235300
9924900,1362000,2172094600,32563600
9031300,1754300,2160970900,28062000
8633200,1108800,2149680000,31323700
8741300,1165500,2187059100,30054400
8939900,1885100,2111344300,31979300
7106700,656900,2084462700,27762000
7330200,1093800,2118716100,29992400
7862700,824500,2136090100,28225200
8303000,1031300,1642363600,28621900
9179900,597700,2162150600,26109300
5956400,1109800,2134625600,26756800
6254000,830600,2120606100,25424800
7584100,2014900,2095297600,28326400
7317500,1676600,2107674100,27234500
6788600,2083600,2109349700,27747500
8027500,536300,2096755800,25800300
6928500,1358100,2087234300,27500600
7189800,1310400,2105065800,26469100
8280700,1173000,2113446300,25381700
9211100,972500,2084203800,26615700
7511000,389300,2109059600,28142800
6213100,802100,2096255900,25898100
8192400,1509300,2110556200,26131700
7154500,1492800,2124709000,42215300
11966800,620900,2165685800,28189400
7838100,933800,2147465400,25840400
8633300,1084700,2099984700,26416300
7100600,255600,2118200200,26202100
6722800,1003500,2116220800,36022600
10123600,1915200,2135934000,27924600
7700800,985000,2067096300,24988500
6908000,1322100,2084326400,25821000
6445100,1381700,2120264700,25399900
7320400,1183300,2099059100,31363600
