UsdCreate,Define World,Add 1000 Refs to 10 File(s),Save 10 File
57496400,3583700,2139856600,51098300
47251800,17708500,2039247200,53411800
47095400,4906900,2085877000,50286500
42485700,4712800,2104050400,51790700
43880400,6280100,2151189700,53517000
45158500,4628400,2060789200,51874800
42091100,5321000,2100414400,52485200
48573900,6690500,2140522600,56609700
43708700,5900600,2172015200,52063100
45940700,5147600,2170449200,53435300
57113600,5214500,2283241600,56745400
42946200,4853800,2118818700,52144400
44379800,5979400,2105544900,50920400
49064400,5008200,2104290700,54089300
43897900,5123700,2116942000,53244500
46595000,7870600,2138916400,56265800
47897900,9676300,2063397300,52054700
82294800,14123900,1977614000,50670000
42689100,4183100,2147484300,49881100
40860600,6273800,2059952400,53395200
43456300,5933800,2074453400,51219800
39639900,5384700,2077029800,51328600
51731500,5757600,2147124900,54808500
43819600,5520500,2226603300,57394900
41152500,3506000,1856195400,55558200
55328200,5305400,2151495200,50052600
41267800,7977500,2056267900,49578900
40793800,11920000,2026879900,47880900
40641800,11651500,2095931700,50814700
43107100,4785100,2124192500,50844700
43126900,5787300,2051289600,51148800
57200400,4157000,2046068000,52025200
42432500,10664900,2111997100,53788500
43142300,4258000,2116314100,51136900
57549800,18012200,2102207000,51261500
53260300,7322200,2258133700,58973500
47858800,6517100,2090087400,50880200
41476000,4942900,2085493000,54350600
39901500,6292600,2089392000,52370600
43200100,5704800,2078090700,55156900
44500000,4707300,2123817700,51107800
58384400,5664800,2067619600,54071300
69409100,10729900,2021927200,49621600
49710400,5997500,2073986500,48505900
40894800,5714300,2030607600,48215900
39025800,5750300,2024079100,49332200
39224800,4745100,2058361600,48818200
39328600,7275200,2051225200,51089700
52684700,5747800,2176134400,54358500
49209000,5860600,2187742600,51071200
59944100,5123500,2166180700,54840800
43758900,3508600,2068496800,50648000
44033200,4242700,2086933300,52614500
44959400,5396900,2103688500,51655600
45994000,7696500,2146516900,55722400
42133700,5638000,2094038100,53557800
42952400,3315900,2108607000,53491800
54525200,5073900,2169495400,57979600
43995500,5466300,2163180800,56449800
47704200,4275000,2182914200,57818100
49588500,4984600,2319194300,56327300
46066500,3852200,2099427400,51565200
51672600,5356100,2096504500,54306700
46691400,5301500,2087329200,52652800
46905100,6142200,2141905000,51926600
44024900,5457700,2106547000,57391100
43741200,4756900,2089239200,57622700
42353700,6044200,2036864300,52474400
44256700,3703900,2090396400,55815700
43258600,6442800,2064740700,56144400
43586200,5153300,2036157400,50129200
42582300,10125100,2103427000,52279300
44332700,5878400,2166630200,55020500
47968900,6049700,2203025500,55033800
40337000,3459300,1798878300,54425800
55891700,11335100,2066451000,53311700
39733000,3277500,2081901300,51390300
38851600,5695500,2094332900,48514800
42825600,5198800,2064586500,54311400
43425000,4263300,2106741300,57842800
50314400,4963200,2032630300,50444200
39590500,9027700,2116702700,49647800
46042400,11183100,2157415000,56742400
50039000,5867600,2144161300,52540700
43343300,4377100,2110145200,51579900
60169600,6807300,2248973700,56793000
42389500,11318100,2108845300,52437500
37983600,5585000,2056693300,51776600
53876100,3856100,2064488000,51342900
39685100,3455500,2083413800,51275300
45349900,5113700,2118818100,51783100
39533900,5216000,2062400200,50355400
62592000,10801200,2008293400,51192500
43664400,4994000,2065010600,48898800
39728900,3353100,2020472500,50040400
38861100,4508700,2028850100,51069700
39950000,4506600,2038884000,50526300
44106600,6127800,2072617200,50735100
44026600,6629800,2190214500,55905500
43289400,5847600,2186997300,53290900
