UsdCreate,Define World,Add 100 Refs to 5 File(s),Save 5 File
31045600,2018700,234002400,15752400
28529400,2193400,224153600,13759300
18331500,2547100,253083700,15094700
21226200,3368000,244386400,13095700
20527500,3305700,244452900,15584300
23888000,1667200,245038500,13781100
20067900,2067300,216004600,14072900
26304400,2547800,215050900,14542200
25178600,1964200,244735000,14616100
22258700,2002200,240230900,14218500
17361900,1543700,223217700,13059700
22386800,1516900,227257200,12991300
21040200,1906200,243242900,15799200
18332500,2814600,232959200,12969500
18631000,2857000,223324000,13388300
28254500,3607100,258830300,16006000
18440000,3264600,241817900,16445400
24809800,1794500,226113300,13100200
34281800,5079200,212198300,15579500
22715700,1869700,242699700,14701000
18594200,1856300,240389100,13266100
17755200,1039300,224932200,13021300
17808900,1969400,219341700,13257600
17231600,3085700,237156000,13398600
17316800,1986100,200504600,14303300
41062300,4032800,227661200,14328500
32182000,2641100,201882400,12907400
18897100,4129700,231182500,13447600
21764100,1965700,243373200,13719900
18183400,2777200,254112300,14655000
19870800,3466500,246499900,15035600
18347400,3190700,224219800,12680700
19304000,1867700,211533000,13433900
21938600,2134200,248115100,13449900
17769800,2908800,222849700,13351900
31219700,4589300,203994400,12503300
24929300,4571600,216268900,12881400
21802500,4837900,242719800,13631300
19376300,5255500,231857700,12973000
18831200,1542400,226806300,12633100
24975300,6409000,231802200,13869900
20912300,2799200,248386300,13948400
19100300,3776000,225400300,12824100
17577800,2015200,226178000,12816900
22085300,5653100,210216200,14051400
24713900,1552300,237620900,15157400
19362700,5431700,222797100,13022200
26505300,1883400,211019000,13525500
25393500,2123400,230148500,14761600
18534900,2466200,227838100,15026900
39075900,8757900,226161400,15160400
29056100,2901000,226400200,14079900
31915500,2214300,219094100,14093400
23373700,5888700,225378900,14116400
20911800,2324800,256011600,16294400
24105400,5912900,243475000,14064200
29923200,3154900,227089100,13721800
22055900,2218900,226798900,12897100
30128900,2408400,230290800,14524700
21389900,3222600,238455000,14703100
18532500,3058900,227349300,12601200
18058900,2203000,232534300,13251000
18033100,2583700,244560400,13794200
20172300,2603400,228906400,13012400
17785200,3819100,226269800,12975600
18568300,1355600,243238000,14360100
21387200,1556600,238944400,14512700
19278900,2713200,233771000,13286400
25765700,3499800,252349800,13213600
20201700,2848700,249178000,13766000
20144300,1937500,235358100,14833700
19003400,1721200,224604800,12883300
18104300,2958300,218287200,13352400
19837900,1545700,247606100,14252400
21301400,1688000,177368000,13353100
29874500,2272000,247472800,14068500
20620200,5059600,221318500,12390500
34671400,2274600,205320000,13941200
26652700,1926700,221795700,13808600
25114200,2013500,241924800,14752000
19281200,2278600,247043700,13301500
19540300,1759000,227120500,12559600
21304600,1148900,206689100,12935600
36211000,2427600,220821300,13803000
18332300,1872600,239293000,14609200
17503700,1748300,226116600,12714400
26901000,4629300,214427500,12755100
21116400,6278400,236662100,13401700
21586000,2843900,234918200,13026100
17129800,1764400,230474500,12512100
19077300,2682100,235637800,14948700
19476800,1755600,245234800,14477300
19574000,1943200,235084400,12545600
38024900,2778200,206298100,12858500
34799100,1475400,225064800,13687800
36632600,1892200,214227500,14616500
21724100,3409400,222940700,14854900
17213800,1914600,223973200,13294400
21700500,2407000,252565100,14225800
19850600,1720400,237686900,13483200
